Gender,AgeGroup,Program,Income,State,Device,OS,Browser,option
1,5,B,230161,NY,Desktop,Apple,Chrome,A
1,3,E,75980,CA,Mobile,Windows,Safari,A
0,3,B,429234,NJ,Mobile,Windows,Chrome,A
0,3,D,112186,CA,Desktop,Apple,Opera,A
1,2,C,493541,NA,Desktop,Apple,Safari,A
1,2,D,370138,NY,Mobile,Apple,Chrome,B
0,3,E,79204,CA,Desktop,Apple,Chrome,A
1,5,A,156730,CA,Mobile,Windows,Safari,B
1,3,C,348129,NJ,Desktop,Apple,Chrome,A
1,3,D,94556,CA,Mobile,Windows,Chrome,A
1,1,E,218320,CA,Mobile,Apple,Chrome,A
1,6,E,464719,CA,Mobile,Windows,Safari,A
1,3,E,184088,NY,Mobile,Windows,Safari,A
0,1,D,378352,TX,Mobile,Apple,Safari,B
1,2,D,242160,NY,Mobile,Apple,Opera,A
0,4,A,375949,CA,Mobile,Windows,Chrome,B
0,1,E,152974,NY,Desktop,Windows,Chrome,A
1,5,B,412417,NY,Desktop,Apple,Chrome,B
1,3,C,93131,NJ,Mobile,Apple,Chrome,A
0,0,C,411003,CA,Desktop,Apple,Chrome,A
1,4,A,231748,NY,Desktop,Apple,Safari,A
0,4,A,153091,CA,Desktop,Windows,Opera,B
1,0,B,488632,NA,Desktop,Windows,Safari,A
1,3,E,498436,NY,Desktop,Apple,Safari,A
1,3,B,308151,NY,Desktop,Apple,Safari,B
1,6,D,170260,NY,Mobile,Apple,Opera,A
0,1,D,403485,CA,Desktop,Apple,Safari,A
1,2,D,457638,CA,Mobile,Apple,Chrome,A
1,2,A,247494,CA,Mobile,Apple,Chrome,A
1,1,C,464418,CA,Mobile,Apple,Safari,A
1,2,E,95427,CA,Mobile,Windows,Safari,A
1,1,D,95215,NY,Mobile,Apple,Chrome,A
1,3,E,269317,CA,Mobile,Windows,Safari,A
1,4,D,63691,TX,Mobile,Windows,Chrome,B
0,0,D,91782,TX,Mobile,Apple,Safari,B
0,3,E,469992,NJ,Mobile,Windows,Safari,B
1,3,A,472588,CA,Desktop,Apple,Chrome,A
0,2,E,169793,CA,Mobile,Windows,Safari,B
0,1,A,121666,NJ,Desktop,Windows,Chrome,A
0,4,A,243445,NJ,Mobile,Windows,Safari,B
1,3,C,213910,CA,Desktop,Apple,Chrome,A
1,4,E,428553,NJ,Desktop,Apple,Safari,B
0,2,A,243162,CA,Mobile,Apple,Safari,A
0,4,D,128397,CA,Desktop,Apple,Opera,B
0,5,D,349050,NJ,Mobile,Apple,Chrome,B
1,6,E,253617,CA,Mobile,Windows,Chrome,A
1,3,D,344933,NY,Mobile,Windows,Chrome,A
1,6,D,193441,NY,Desktop,Apple,Chrome,B
1,3,E,110975,NY,Mobile,Windows,Chrome,B
0,6,E,332064,NY,Mobile,Apple,Chrome,B
0,6,D,325102,NA,Desktop,Apple,Opera,A
1,3,A,465666,CA,Mobile,Windows,Chrome,A
0,1,A,251391,NY,Mobile,Windows,Chrome,B
1,3,A,331196,TX,Mobile,Windows,Chrome,A
0,3,E,167204,NJ,Desktop,Apple,Safari,B
0,0,A,198672,NJ,Mobile,Apple,Safari,B
1,3,D,159472,CA,Mobile,Windows,Safari,A
0,2,D,103473,CA,Desktop,Windows,Chrome,B
1,4,A,292482,CA,Mobile,Windows,Chrome,A
1,3,E,399464,CA,Mobile,Apple,Chrome,A
0,3,A,467979,NY,Desktop,Apple,Chrome,B
1,2,E,264154,CA,Desktop,Apple,Chrome,A
0,2,D,378265,CA,Mobile,Apple,Chrome,B
1,2,E,248116,TX,Desktop,Apple,Safari,A
0,3,B,339155,NY,Desktop,Windows,Safari,B
1,2,C,142755,CA,Desktop,Apple,Chrome,B
1,3,D,270618,NY,Desktop,Windows,Chrome,B
0,0,E,285967,CA,Mobile,Windows,Safari,B
1,5,E,244172,NY,Mobile,Windows,Chrome,B
1,5,C,495910,NJ,Desktop,Apple,Safari,A
0,4,D,276501,CA,Mobile,Windows,Chrome,A
0,6,A,118710,TX,Mobile,Apple,Safari,B
1,3,E,117146,CA,Desktop,Apple,Chrome,B
0,2,E,192774,NY,Mobile,Windows,Chrome,B
0,2,A,219682,TX,Desktop,Windows,Safari,A
1,0,E,97846,NY,Desktop,Windows,Chrome,B
1,4,C,322458,NJ,Desktop,Apple,Chrome,B
1,4,D,192723,NJ,Desktop,Windows,Chrome,A
1,1,B,190387,NJ,Desktop,Apple,Chrome,B
0,5,E,108533,CA,Desktop,Windows,Safari,B
0,6,C,493019,CA,Mobile,Apple,Safari,B
1,5,D,469861,CA,Desktop,Windows,Chrome,A
1,2,D,101415,NY,Desktop,Apple,Chrome,A
1,2,C,331027,CA,Mobile,Windows,Safari,A
0,4,C,269554,NJ,Mobile,Apple,Safari,B
0,2,D,116713,CA,Mobile,Apple,Chrome,A
0,6,D,326774,CA,Mobile,Apple,Safari,A
0,4,A,300489,NY,Desktop,Windows,Safari,B
1,2,E,88083,NA,Desktop,Apple,Chrome,B
1,5,E,355570,CA,Mobile,Windows,Opera,A
1,4,A,273205,CA,Mobile,Windows,Chrome,A
0,4,D,218579,NY,Desktop,Windows,Chrome,A
0,3,A,196174,NY,Tablet,Windows,Safari,A
0,4,C,92860,CA,Mobile,Windows,Safari,A
0,1,B,234496,NJ,Mobile,Apple,Chrome,B
1,3,A,203890,TX,Desktop,Apple,Chrome,A
1,2,E,244015,TX,Desktop,Apple,Chrome,B
1,1,E,497212,CA,Mobile,Windows,Safari,A
0,4,E,397071,CA,Mobile,Windows,Chrome,A
1,2,D,395576,CA,Mobile,Apple,Safari,A
0,3,A,132375,NY,Mobile,Apple,Chrome,B
0,5,A,389249,NA,Mobile,Apple,Chrome,B
1,1,E,165769,TX,Desktop,Windows,Chrome,A
1,3,A,144040,NY,Mobile,Apple,Chrome,A
0,4,E,240608,CA,Desktop,Apple,Safari,B
0,4,C,271864,NY,Desktop,Windows,Chrome,B
0,6,B,227128,NY,Desktop,Apple,Opera,B
0,4,D,289346,CA,Mobile,Windows,Safari,B
1,1,D,472901,CA,Mobile,Windows,Opera,A
1,3,E,357126,NJ,Desktop,Windows,Chrome,A
0,0,E,212723,NJ,Mobile,Windows,Chrome,A
1,5,C,277008,CA,Desktop,Windows,Chrome,A
1,3,C,303431,CA,Mobile,Apple,Chrome,A
1,3,E,354062,CA,Desktop,Windows,Opera,A
0,3,D,300832,CA,Desktop,Windows,Safari,B
1,1,E,347144,NJ,Mobile,Apple,Chrome,B
0,2,D,187329,CA,Desktop,Windows,Chrome,B
1,5,A,334318,CA,Mobile,Windows,Chrome,A
0,3,D,149072,NY,Mobile,Windows,Chrome,A
1,2,D,345838,NY,Desktop,Windows,Chrome,B
1,1,A,158338,NA,Mobile,Windows,Safari,A
0,1,B,167298,CA,Mobile,Apple,Safari,B
1,3,A,226656,CA,Mobile,Windows,Chrome,A
0,6,D,275338,CA,Mobile,Apple,Chrome,B
0,6,D,114832,CA,Mobile,Windows,Safari,B
1,0,D,133024,NY,Mobile,Windows,Chrome,B
1,6,C,328839,CA,Desktop,Windows,Safari,A
0,3,D,74560,NJ,Mobile,Apple,Chrome,A
1,1,A,177566,CA,Mobile,Windows,Chrome,A
1,3,C,212293,CA,Mobile,Windows,Safari,A
1,4,D,70695,CA,Mobile,Apple,Chrome,B
0,2,E,224474,CA,Mobile,Windows,Chrome,A
1,2,D,189449,NA,Mobile,Apple,Chrome,B
1,3,E,311775,NJ,Mobile,Apple,Safari,A
1,5,E,56624,NY,Desktop,Windows,Safari,B
1,2,D,205763,CA,Tablet,Apple,Chrome,A
1,4,D,333620,NJ,Mobile,Apple,Chrome,B
1,2,D,86698,CA,Desktop,Apple,Chrome,B
1,4,E,73683,NJ,Desktop,Apple,Chrome,B
0,4,C,158297,NJ,Mobile,Apple,Safari,B
0,3,A,84703,NJ,Mobile,Apple,Chrome,A
1,3,A,125021,NJ,Desktop,Apple,Opera,B
1,3,D,228521,CA,Desktop,Windows,Safari,A
1,1,D,255921,NJ,Mobile,Apple,Chrome,A
1,4,D,330295,CA,Tablet,Windows,Safari,B
0,2,C,331077,CA,Desktop,Windows,Chrome,A
0,4,C,400941,NJ,Mobile,Windows,Opera,B
1,5,E,439284,TX,Desktop,Apple,Chrome,A
1,2,E,383737,NY,Desktop,Windows,Chrome,B
0,5,B,129892,CA,Mobile,Windows,Safari,B
1,2,E,298361,TX,Desktop,Windows,Chrome,B
0,5,E,270301,NY,Mobile,Apple,Safari,B
0,0,A,363228,TX,Mobile,Windows,Chrome,B
0,5,C,226145,NA,Mobile,Apple,Chrome,A
1,5,E,325609,CA,Mobile,Windows,Safari,A
1,4,C,181210,TX,Desktop,Apple,Chrome,B
1,2,C,267894,CA,Mobile,Apple,Chrome,A
1,4,D,354875,NJ,Desktop,Windows,Opera,A
1,4,C,260398,NY,Mobile,Windows,Chrome,B
1,5,D,496897,NY,Mobile,Apple,Chrome,A
1,3,E,409877,NA,Mobile,Windows,Chrome,A
0,2,D,394547,NY,Desktop,Apple,Chrome,B
0,4,D,56767,NY,Mobile,Windows,Safari,A
1,3,C,199890,NY,Mobile,Apple,Safari,A
1,5,C,137897,NY,Desktop,Windows,Chrome,B
1,6,A,92511,NJ,Mobile,Windows,Chrome,A
0,2,D,443930,NY,Mobile,Windows,Safari,A
0,1,D,404949,CA,Mobile,Windows,Chrome,B
1,2,D,54760,NJ,Desktop,Windows,Chrome,B
1,3,D,131486,CA,Mobile,Apple,Safari,A
1,0,E,444618,NJ,Desktop,Apple,Chrome,B
0,4,E,493728,CA,Mobile,Windows,Chrome,B
0,1,C,84070,CA,Desktop,Windows,Chrome,B
0,1,D,453800,NY,Mobile,Windows,Chrome,A
0,2,E,466280,NY,Desktop,Apple,Chrome,A
0,0,C,248081,NJ,Mobile,Windows,Safari,B
0,4,E,240921,CA,Desktop,Windows,Chrome,B
0,4,C,286728,NY,Tablet,Windows,Chrome,A
1,6,D,82565,NJ,Desktop,Windows,Safari,B
0,5,C,352329,CA,Desktop,Apple,Safari,B
1,4,D,364896,CA,Mobile,Apple,Opera,A
1,2,E,182639,NJ,Mobile,Windows,Chrome,A
1,1,D,360656,CA,Mobile,Apple,Safari,A
1,4,E,154694,CA,Mobile,Windows,Safari,B
0,3,A,375862,CA,Desktop,Apple,Safari,B
1,0,E,51504,CA,Mobile,Windows,Chrome,B
0,2,D,261430,NA,Desktop,Apple,Chrome,B
1,3,E,205469,CA,Mobile,Apple,Chrome,A
1,2,C,228932,NY,Mobile,Apple,Safari,B
1,2,D,438640,NY,Desktop,Windows,Safari,A
0,0,E,385107,NY,Mobile,Apple,Safari,A
1,2,A,104855,NJ,Mobile,Apple,Chrome,B
0,4,A,100004,CA,Desktop,Windows,Safari,B
0,2,A,61865,NA,Mobile,Apple,Chrome,A
0,3,A,95912,CA,Desktop,Windows,Safari,A
0,4,D,147242,CA,Mobile,Windows,Chrome,B
1,6,D,481023,CA,Tablet,Apple,Chrome,A
1,2,A,178262,NJ,Mobile,Apple,Chrome,A
1,2,E,490614,TX,Desktop,Apple,Safari,A
1,3,A,409446,NJ,Mobile,Windows,Safari,B
1,3,D,97173,NY,Tablet,Windows,Chrome,A
1,5,E,413512,NY,Mobile,Windows,Safari,B
1,5,A,326675,NY,Desktop,Windows,Opera,B
1,6,C,231352,NY,Desktop,Windows,Chrome,B
1,2,D,397844,CA,Mobile,Windows,Chrome,B
1,3,E,426401,NJ,Desktop,Windows,Safari,B
0,5,C,266558,NJ,Mobile,Apple,Chrome,B
1,0,E,367558,NJ,Desktop,Windows,Chrome,B
1,0,D,219410,CA,Mobile,Apple,Chrome,B
0,3,C,159110,CA,Desktop,Apple,Safari,B
0,3,D,93210,CA,Mobile,Windows,Chrome,B
1,3,E,104213,NY,Mobile,Apple,Safari,A
1,3,E,107116,NY,Tablet,Windows,Chrome,B
0,5,A,322691,CA,Mobile,Apple,Chrome,A
1,2,A,342500,CA,Mobile,Windows,Chrome,A
0,2,C,114470,NJ,Desktop,Windows,Chrome,B
0,3,E,397093,NY,Desktop,Apple,Safari,B
1,2,E,454129,NJ,Mobile,Windows,Chrome,B
0,4,D,450526,NJ,Desktop,Windows,Chrome,B
0,2,E,161383,NJ,Mobile,Windows,Chrome,A
1,0,C,479870,NJ,Mobile,Windows,Chrome,A
0,3,D,178584,NY,Mobile,Windows,Safari,A
1,5,E,53491,CA,Desktop,Windows,Chrome,B
0,3,D,168953,CA,Mobile,Windows,Chrome,A
1,3,E,471508,CA,Mobile,Apple,Chrome,A
0,5,E,79953,NJ,Desktop,Windows,Opera,A
0,4,C,271611,CA,Mobile,Apple,Chrome,A
0,4,E,475679,NY,Mobile,Apple,Chrome,B
1,1,D,457320,NJ,Desktop,Apple,Safari,B
1,5,C,224560,NA,Desktop,Windows,Chrome,B
0,6,E,454124,NY,Mobile,Windows,Chrome,B
1,0,A,201309,NY,Mobile,Windows,Chrome,A
0,2,E,170454,NY,Mobile,Apple,Chrome,A
0,4,A,415080,NY,Mobile,Windows,Chrome,A
0,0,E,432018,CA,Mobile,Windows,Chrome,B
1,2,D,73018,NJ,Mobile,Apple,Chrome,B
1,1,C,497737,NY,Mobile,Apple,Opera,B
1,5,E,324347,NY,Desktop,Windows,Safari,A
1,0,D,91774,NY,Mobile,Apple,Safari,A
1,2,D,220939,TX,Mobile,Apple,Chrome,A
1,2,A,188053,CA,Mobile,Apple,Chrome,A
0,0,D,354596,NY,Tablet,Apple,Chrome,A
0,4,A,331890,CA,Mobile,Windows,Chrome,A
0,5,C,239136,NY,Mobile,Apple,Chrome,B
1,3,D,431763,CA,Desktop,Apple,Chrome,B
1,5,A,458319,NA,Mobile,Apple,Chrome,B
1,5,D,167036,NJ,Mobile,Windows,Safari,B
1,5,E,455940,CA,Desktop,Apple,Safari,A
1,3,D,332921,CA,Mobile,Windows,Chrome,B
0,4,C,399459,NY,Mobile,Apple,Chrome,B
0,3,A,164080,NA,Mobile,Windows,Chrome,B
1,5,C,212343,CA,Mobile,Windows,Chrome,A
1,2,D,400609,CA,Desktop,Windows,Chrome,B
0,0,A,178426,CA,Mobile,Apple,Safari,B
0,0,A,337639,NY,Mobile,Apple,Safari,A
1,6,A,108478,NY,Mobile,Apple,Safari,B
1,4,D,339492,CA,Mobile,Apple,Opera,A
1,6,D,264024,CA,Mobile,Apple,Chrome,A
1,4,D,333709,NY,Mobile,Apple,Opera,B
1,4,A,287216,CA,Desktop,Apple,Opera,A
0,5,E,442507,NY,Mobile,Windows,Chrome,B
0,3,A,58346,NJ,Desktop,Windows,Safari,B
1,4,D,398479,TX,Mobile,Windows,Opera,B
1,4,A,136664,NJ,Desktop,Windows,Chrome,A
0,2,C,348663,TX,Mobile,Apple,Chrome,A
1,2,E,326112,CA,Mobile,Windows,Chrome,B
0,0,D,58823,CA,Desktop,Windows,Chrome,B
1,2,C,337329,NY,Mobile,Apple,Safari,A
0,4,C,211199,TX,Mobile,Windows,Safari,B
1,1,D,272802,NA,Tablet,Apple,Chrome,A
0,2,E,497999,CA,Desktop,Windows,Chrome,B
1,2,E,138290,NA,Desktop,Apple,Safari,B
0,0,D,79788,CA,Mobile,Apple,Chrome,A
1,5,E,313775,NY,Desktop,Apple,Chrome,B
1,2,E,271877,NJ,Mobile,Apple,Chrome,A
0,3,E,97856,NJ,Desktop,Windows,Chrome,A
1,2,D,79758,TX,Tablet,Windows,Safari,B
1,2,D,314161,NY,Desktop,Apple,Chrome,B
1,4,D,220655,NY,Desktop,Apple,Opera,B
1,5,A,160921,NJ,Tablet,Windows,Safari,A
0,2,D,181712,NY,Desktop,Windows,Chrome,B
1,2,C,364873,NJ,Tablet,Apple,Safari,A
1,6,D,416149,TX,Mobile,Apple,Opera,A
0,4,B,52657,CA,Mobile,Windows,Safari,B
1,4,D,190215,NY,Mobile,Apple,Chrome,B
0,4,D,279023,CA,Mobile,Windows,Chrome,B
1,3,A,59250,CA,Desktop,Apple,Safari,B
1,2,C,85750,NA,Desktop,Apple,Safari,B
1,4,D,383649,NJ,Mobile,Windows,Chrome,A
0,2,A,394659,NJ,Mobile,Apple,Opera,B
0,4,A,488266,NY,Desktop,Windows,Chrome,A
0,2,C,57566,NY,Mobile,Windows,Chrome,B
1,4,E,124232,CA,Mobile,Apple,Chrome,A
1,6,B,390551,TX,Desktop,Apple,Safari,A
1,4,C,207384,CA,Mobile,Apple,Safari,A
0,3,D,317988,NA,Mobile,Windows,Safari,B
1,3,B,115515,TX,Mobile,Windows,Safari,B
0,3,D,169220,NY,Mobile,Apple,Chrome,B
0,2,A,223755,NJ,Mobile,Windows,Chrome,B
0,1,B,131668,CA,Mobile,Apple,Chrome,B
1,4,C,137217,NY,Mobile,Windows,Chrome,A
0,3,D,342660,CA,Mobile,Apple,Chrome,A
1,3,E,362929,NJ,Mobile,Windows,Chrome,B
0,4,E,307520,NA,Mobile,Windows,Chrome,B
1,4,C,455157,NY,Desktop,Windows,Chrome,A
1,2,E,457080,CA,Desktop,Windows,Chrome,A
0,6,E,64568,CA,Desktop,Apple,Chrome,A
0,4,D,154511,TX,Desktop,Apple,Opera,B
0,5,D,221485,CA,Desktop,Apple,Opera,A
0,1,D,51542,NJ,Tablet,Apple,Safari,A
0,1,C,288034,CA,Mobile,Windows,Chrome,B
0,4,C,98110,CA,Mobile,Windows,Chrome,A
0,6,D,100187,NJ,Mobile,Apple,Chrome,B
0,2,A,166351,NA,Desktop,Windows,Chrome,B
1,1,D,104384,NY,Desktop,Windows,Safari,A
1,6,C,420035,CA,Mobile,Windows,Safari,A
1,3,E,269464,CA,Desktop,Windows,Chrome,A
1,4,A,111409,CA,Desktop,Windows,Chrome,A
0,5,E,121385,NY,Mobile,Apple,Safari,A
1,2,A,204077,TX,Mobile,Windows,Safari,B
0,6,A,153100,NJ,Mobile,Apple,Safari,B
1,6,E,370676,CA,Mobile,Windows,Chrome,A
1,3,C,231806,NJ,Mobile,Apple,Safari,B
0,5,A,268955,NY,Mobile,Apple,Chrome,B
1,2,E,465314,TX,Mobile,Windows,Chrome,A
1,3,E,136226,NJ,Desktop,Windows,Chrome,A
1,4,B,91085,TX,Mobile,Windows,Chrome,A
0,1,C,61283,NY,Mobile,Windows,Safari,B
1,2,D,250294,NY,Mobile,Windows,Opera,B
0,4,D,68946,NY,Desktop,Windows,Safari,B
1,1,A,481890,CA,Mobile,Windows,Chrome,A
0,4,A,144397,NJ,Mobile,Apple,Chrome,B
0,4,D,83875,NJ,Tablet,Apple,Chrome,B
1,1,C,334191,CA,Mobile,Apple,Chrome,A
0,4,A,420426,NY,Desktop,Windows,Safari,B
0,3,A,432399,CA,Desktop,Windows,Chrome,B
0,4,E,183151,NJ,Desktop,Apple,Chrome,B
1,4,A,64850,CA,Mobile,Apple,Safari,B
1,3,D,126403,TX,Desktop,Apple,Chrome,A
0,5,E,149036,TX,Mobile,Windows,Chrome,A
0,5,D,112326,CA,Mobile,Apple,Safari,B
0,3,A,97679,CA,Mobile,Windows,Safari,A
1,6,C,175949,NY,Mobile,Windows,Chrome,A
1,4,D,354818,CA,Mobile,Windows,Chrome,B
0,2,C,463638,CA,Desktop,Apple,Chrome,A
0,5,E,267535,NJ,Mobile,Apple,Chrome,A
0,2,E,392402,NJ,Desktop,Apple,Safari,A
1,4,A,411782,NJ,Mobile,Windows,Safari,A
1,5,A,345896,NA,Mobile,Apple,Chrome,A
1,2,A,203204,NY,Mobile,Windows,Chrome,A
0,3,A,321514,NJ,Desktop,Windows,Chrome,B
0,5,E,183124,NY,Mobile,Apple,Chrome,B
0,5,D,349322,TX,Mobile,Apple,Opera,B
1,3,C,183122,CA,Mobile,Windows,Chrome,A
0,3,C,117447,CA,Tablet,Windows,Safari,B
0,0,D,358577,CA,Mobile,Apple,Safari,A
0,1,C,476381,CA,Mobile,Apple,Chrome,B
1,4,E,323593,CA,Desktop,Apple,Safari,B
1,2,E,136181,NY,Desktop,Apple,Chrome,B
0,4,A,189383,CA,Mobile,Apple,Chrome,A
0,4,A,61608,CA,Mobile,Apple,Safari,A
1,5,D,92438,NJ,Desktop,Windows,Opera,B
0,6,D,338074,TX,Mobile,Apple,Chrome,B
1,4,D,349421,CA,Mobile,Apple,Chrome,B
1,3,E,119795,NY,Desktop,Apple,Safari,B
0,2,C,301000,NY,Mobile,Apple,Safari,A
1,0,A,157197,TX,Mobile,Apple,Chrome,A
1,2,A,92912,NY,Desktop,Windows,Chrome,B
1,4,E,461805,TX,Desktop,Apple,Chrome,B
0,2,D,148606,CA,Desktop,Windows,Chrome,A
0,3,E,78228,CA,Mobile,Windows,Safari,A
0,5,E,276346,CA,Mobile,Windows,Chrome,A
1,0,D,135690,CA,Desktop,Windows,Safari,A
1,4,D,88689,CA,Mobile,Windows,Safari,A
0,2,A,139385,NY,Tablet,Windows,Chrome,B
1,3,C,303110,NJ,Desktop,Apple,Chrome,A
0,2,D,176500,TX,Mobile,Windows,Safari,B
0,5,C,97270,NY,Mobile,Windows,Chrome,B
0,0,D,413241,NJ,Mobile,Apple,Chrome,A
0,6,E,287992,TX,Desktop,Windows,Chrome,A
1,5,A,107155,CA,Mobile,Apple,Safari,A
0,2,E,116245,CA,Mobile,Windows,Chrome,A
1,4,B,153172,CA,Mobile,Windows,Chrome,A
0,1,E,119106,CA,Desktop,Apple,Safari,A
1,5,A,269072,NJ,Mobile,Apple,Safari,A
1,4,C,173468,NY,Desktop,Windows,Chrome,A
1,1,C,384537,NJ,Mobile,Windows,Chrome,B
0,5,D,355666,NY,Mobile,Apple,Chrome,A
0,2,A,393215,NJ,Desktop,Apple,Opera,A
1,3,C,112771,NY,Mobile,Windows,Chrome,B
1,3,A,169248,NJ,Mobile,Apple,Chrome,B
0,3,D,213050,NJ,Desktop,Windows,Safari,A
1,2,A,486805,NY,Mobile,Apple,Chrome,A
1,4,B,475969,TX,Desktop,Apple,Chrome,A
0,5,D,414101,CA,Mobile,Apple,Opera,B
0,4,A,134626,NY,Mobile,Windows,Chrome,B
0,6,A,95358,NY,Desktop,Windows,Safari,A
1,4,E,120280,CA,Mobile,Apple,Chrome,A
0,4,D,406055,CA,Mobile,Windows,Chrome,A
0,6,D,198861,NY,Desktop,Windows,Safari,B
1,3,D,492636,NY,Mobile,Windows,Chrome,B
0,4,A,443879,NA,Mobile,Apple,Safari,A
1,4,A,387743,CA,Desktop,Apple,Safari,B
0,3,A,51217,NJ,Mobile,Apple,Safari,A
0,6,C,131842,CA,Desktop,Windows,Chrome,A
0,4,E,378110,NJ,Mobile,Windows,Chrome,A
1,1,A,238362,CA,Desktop,Apple,Safari,A
0,2,D,493641,CA,Mobile,Windows,Safari,B
1,5,D,98391,CA,Desktop,Apple,Safari,A
0,3,E,338155,NY,Desktop,Windows,Chrome,A
0,2,D,370107,NY,Desktop,Apple,Chrome,B
1,6,A,415621,TX,Mobile,Windows,Chrome,A
0,0,A,240088,TX,Mobile,Windows,Chrome,B
0,3,E,406186,NY,Mobile,Apple,Chrome,B
0,4,E,227944,CA,Mobile,Windows,Chrome,B
0,3,A,427563,CA,Mobile,Apple,Safari,B
0,5,A,338967,NY,Mobile,Windows,Safari,B
0,0,B,292742,NY,Desktop,Apple,Chrome,A
1,5,A,471778,CA,Mobile,Windows,Safari,B
1,3,D,404238,CA,Tablet,Apple,Chrome,A
1,3,A,253892,NJ,Desktop,Windows,Chrome,A
1,3,B,177823,NA,Mobile,Windows,Safari,A
0,3,A,442216,NJ,Mobile,Apple,Safari,B
1,3,D,147323,NA,Desktop,Windows,Chrome,A
0,1,D,471528,NJ,Desktop,Windows,Chrome,B
0,0,D,217075,NY,Desktop,Apple,Chrome,B
1,2,D,412145,NY,Mobile,Apple,Chrome,A
0,1,D,209800,NY,Mobile,Apple,Safari,A
1,5,E,213028,CA,Desktop,Windows,Safari,B
0,4,A,138315,NY,Mobile,Apple,Chrome,A
1,5,A,142207,CA,Mobile,Apple,Chrome,A
0,1,A,235595,CA,Desktop,Windows,Safari,B
1,1,A,105485,NJ,Desktop,Apple,Chrome,B
0,3,E,319473,NJ,Mobile,Apple,Safari,B
1,1,D,436743,NJ,Mobile,Apple,Chrome,A
0,1,E,346424,NA,Mobile,Windows,Safari,A
1,4,A,128895,NY,Desktop,Apple,Safari,B
0,1,E,260917,CA,Mobile,Windows,Chrome,A
1,6,A,54058,NY,Desktop,Windows,Chrome,A
1,0,C,386280,NA,Mobile,Windows,Chrome,A
0,2,E,85027,NJ,Desktop,Windows,Safari,A
1,4,D,496440,NY,Desktop,Apple,Opera,B
0,4,E,149964,NY,Mobile,Windows,Chrome,A
0,0,B,278066,NY,Mobile,Apple,Chrome,B
0,5,D,203908,NJ,Desktop,Apple,Chrome,A
0,5,E,174424,NJ,Desktop,Apple,Chrome,B
0,3,E,248577,CA,Mobile,Apple,Chrome,B
0,0,C,89812,CA,Desktop,Apple,Chrome,A
1,3,A,161861,NY,Mobile,Apple,Chrome,A
1,3,E,394836,NJ,Mobile,Apple,Chrome,B
0,4,C,73059,NJ,Desktop,Apple,Safari,A
0,3,E,72027,NY,Mobile,Apple,Chrome,B
0,5,A,197097,TX,Desktop,Windows,Chrome,B
1,5,A,463025,CA,Mobile,Windows,Chrome,A
0,4,A,336554,CA,Mobile,Apple,Chrome,A
0,3,E,225011,NJ,Mobile,Apple,Chrome,B
0,5,A,285829,TX,Mobile,Apple,Chrome,B
1,3,C,476455,CA,Desktop,Windows,Chrome,B
0,1,D,332592,NY,Mobile,Windows,Chrome,A
0,2,D,107438,NJ,Mobile,Apple,Chrome,A
0,3,D,277705,CA,Mobile,Apple,Chrome,B
0,5,D,419443,CA,Desktop,Windows,Safari,B
1,6,A,368467,TX,Desktop,Apple,Chrome,B
1,0,E,349325,TX,Tablet,Windows,Chrome,B
0,0,C,246351,CA,Mobile,Apple,Chrome,A
0,0,D,399083,CA,Mobile,Apple,Safari,B
0,4,B,59025,NY,Mobile,Apple,Opera,B
1,2,A,491022,NJ,Desktop,Apple,Safari,A
1,1,C,202747,CA,Desktop,Windows,Chrome,A
0,0,D,96224,NJ,Desktop,Apple,Safari,A
0,4,A,85372,NY,Desktop,Apple,Chrome,B
1,3,A,494636,NY,Desktop,Apple,Safari,B
1,3,D,469705,NJ,Desktop,Windows,Opera,A
0,3,C,113123,CA,Desktop,Apple,Opera,B
1,0,A,397923,TX,Mobile,Apple,Chrome,A
0,4,A,174615,CA,Mobile,Apple,Safari,A
1,6,E,407890,NY,Mobile,Apple,Chrome,A
1,1,A,358023,CA,Mobile,Apple,Safari,A
0,2,A,424664,CA,Mobile,Apple,Chrome,B
0,3,A,469975,CA,Mobile,Apple,Safari,B
0,5,D,118494,CA,Desktop,Apple,Chrome,A
1,2,D,456267,NY,Desktop,Windows,Chrome,A
0,5,A,118877,CA,Mobile,Windows,Safari,B
1,3,E,423625,NY,Mobile,Apple,Safari,A
0,1,C,463930,NY,Mobile,Windows,Chrome,A
1,1,D,496418,CA,Desktop,Windows,Safari,A
0,5,D,351728,CA,Desktop,Apple,Opera,B
1,5,C,260642,CA,Desktop,Windows,Chrome,A
0,4,C,119780,CA,Desktop,Windows,Safari,A
0,3,C,153953,TX,Mobile,Windows,Safari,B
0,4,E,310333,NY,Desktop,Apple,Opera,A
0,3,E,147204,NJ,Tablet,Windows,Safari,B
1,2,D,498331,NY,Mobile,Windows,Chrome,A
1,0,D,164756,NY,Mobile,Apple,Chrome,A
1,3,E,310187,CA,Mobile,Windows,Chrome,A
0,3,A,387701,NY,Mobile,Windows,Chrome,A
1,2,E,486088,CA,Mobile,Apple,Chrome,A
1,2,A,455533,NJ,Mobile,Apple,Chrome,A
0,5,C,109376,CA,Mobile,Apple,Safari,B
0,2,E,83445,NA,Tablet,Windows,Safari,B
1,3,C,277529,NY,Mobile,Windows,Chrome,A
0,2,A,379529,NJ,Mobile,Apple,Safari,B
